0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.124388,-0.124389,-0.0889486,-0.0636951,-0.048844,-0.039386,-0.0329035,-0.0281332,-0.0244553,-0.0215108,-0.019111,-0.0171253,-0.0154645,-0.0140679,-0.0128924,-0.0119056,-0.0110812,-0.0103942,-0.00981037,-0.00933204,-0.00893743,-0.00860779,-0.00832577,-0.00809161,-0.00789538,-0.00772434,-0.00756932,-0.00742415,-0.00728447,-0.00714703,-0.0070094,-0.00686988,-0.00672727,-0.00658094,-0.00643035,-0.0062757,-0.00611725,-0.00595528,-0.0057902,-0.00562271,-0.00545365,-0.0052838,-0.00511346,-0.00494336,-0.00477396,-0.00460603,-0.00444012,-0.00427666,-0.00411583,-0.00395804,-0.00380358,-0.00365278,-0.00350576,-0.00336255,-0.00322331,-0.00308813,-0.00295692,-0.00282978,-0.00270659,-0.0025874,-0.00247205,-0.0023606,-0.00225284,-0.00214879,-0.00204822,-0.001951,-0.00185723,-0.00176668,-0.00167926,-0.00159482,-0.0015132,-0.0014344,-0.00135844,-0.00128509,-0.00121426,-0.00114581,-0.0010798,-0.00101613,-0.000954707,-0.000895423,-0.000838227,-0.000783027,-0.00072997,-0.000678795,-0.00062946,-0.000581907,-0.000536082,-0.000492191,-0.000449933,-0.000409306,-0.000370294,-0.000332992,-0.00029725,-0.000262968,-0.000230232,-0.000198868,-0.000168909,-0.000140175,-0.000112632,-8.58511e-05,-5.98455e-05,-3.40323e-05,-7.74981e-06,2.13509e-05,5.25756e-05,8.70403e-05,0.000125486,0.000170545,0.000226366,0.000297562,0.000390459,0.000514027,0.000681004,0.000909389,0.00122494,0.00166426,0.00227935,0.0031443,0.00436446,0.00608889,0.00852926,0.0119859,0.0168924,0.0238944,0.0340248,0.0491065,0.0728986,0.113627,0.19492,0.316843,-0.316843
0.0809946,-0.0809946,-0.0935336,-0.0799144,-0.0668804,-0.0569472,-0.0491848,-0.0432477,-0.0385625,-0.0347208,-0.031593,-0.0290168,-0.0268873,-0.02514,-0.0237263,-0.0226068,-0.0217467,-0.0211023,-0.0205747,-0.0202207,-0.0199666,-0.0197764,-0.0195998,-0.0194851,-0.019399,-0.0193056,-0.0191904,-0.0190482,-0.0188769,-0.0186758,-0.0184454,-0.0181864,-0.0179004,-0.0175893,-0.0172556,-0.016902,-0.0165308,-0.0161449,-0.015747,-0.0153397,-0.0149256,-0.0145068,-0.0140854,-0.0136633,-0.0132423,-0.0128241,-0.0124098,-0.0120006,-0.0115975,-0.0112013,-0.0108128,-0.0104324,-0.0100606,-0.00969752,-0.00934355,-0.00899881,-0.00866329,-0.00833689,-0.00801964,-0.00771135,-0.00741196,-0.00712138,-0.00683931,-0.00656535,-0.00629943,-0.00604153,-0.00579115,-0.00554823,-0.00531232,-0.0050833,-0.00486098,-0.00464523,-0.00443567,-0.00423215,-0.00403456,-0.00384269,-0.0036564,-0.00347554,-0.00329988,-0.00312936,-0.00296377,-0.00280312,-0.00264712,-0.00249579,-0.00234894,-0.00220647,-0.00206842,-0.00193461,-0.00180488,-0.00167928,-0.00155779,-0.0014403,-0.00132677,-0.001217,-0.00111099,-0.00100868,-0.00090996,-0.000814615,-0.000722151,-0.000632301,-0.000544436,-0.000458292,-0.000373223,-0.000288025,-0.000199324,-0.000105437,1.46102e-06,0.000128465,0.00027808,0.000458684,0.000683462,0.000971048,0.00134805,0.00185205,0.00253642,0.00347721,0.00478266,0.00660736,0.00917159,0.012789,0.0179053,0.0251536,0.0354365,0.0500595,0.0709736,0.101264,0.146336,0.216512,0.33627,0.464769,-0.464769
0.0510709,-0.0510706,-0.0721241,-0.0691221,-0.0621496,-0.0555548,-0.0499054,-0.0452596,-0.0414719,-0.0383878,-0.0359245,-0.0339975,-0.0325374,-0.0314878,-0.030798,-0.0304205,-0.0303106,-0.0304216,-0.0306751,-0.0308472,-0.0310852,-0.0313275,-0.0314751,-0.0316743,-0.031801,-0.0318148,-0.0317315,-0.0315641,-0.0313204,-0.0310064,-0.0306278,-0.0301901,-0.0296996,-0.0291624,-0.0285849,-0.027973,-0.0273326,-0.0266692,-0.0259883,-0.0252946,-0.0245923,-0.0238854,-0.0231775,-0.0224716,-0.0217706,-0.0210768,-0.020392,-0.0197179,-0.019056,-0.0184074,-0.0177728,-0.0171529,-0.0165481,-0.0159588,-0.015385,-0.0148268,-0.0142839,-0.0137563,-0.0132436,-0.0127457,-0.0122621,-0.0117924,-0.0113362,-0.010893,-0.0104626,-0.0100444,-0.00963814,-0.00924317,-0.0088591,-0.00848566,-0.00812252,-0.00776925,-0.00742541,-0.00709088,-0.00676527,-0.00644837,-0.00613981,-0.00583942,-0.00554693,-0.00526218,-0.00498499,-0.00471511,-0.00445232,-0.00419652,-0.00394755,-0.00370531,-0.00346967,-0.0032404,-0.00301754,-0.00280097,-0.00259062,-0.00238645,-0.00218847,-0.00199642,-0.00181,-0.00162914,-0.00145434,-0.00128479,-0.00111993,-0.0009589,-0.000800694,-0.000645238,-0.000491575,-0.000336124,-0.000175673,-8.40951e-07,0.000192404,0.0004051,0.000648539,0.000936896,0.00128986,0.00173504,0.0023111,0.00307257,0.00409697,0.00549445,0.00742217,0.0101048,0.0138639,0.0191583,0.0266423,0.0372442,0.0522767,0.0735913,0.103814,0.14674,0.208187,0.298061,0.435119,0.540399,-0.540399
0.0304258,-0.0304256,-0.0497182,-0.0522088,-0.0500875,-0.0470649,-0.0441123,-0.0415451,-0.0394618,-0.0378802,-0.0367949,-0.0361775,-0.0359854,-0.0361665,-0.0366612,-0.0374048,-0.0383299,-0.0393643,-0.0404185,-0.0413788,-0.0422696,-0.0430764,-0.0437733,-0.0441685,-0.04435,-0.0443576,-0.0442216,-0.0439568,-0.0435735,-0.0430819,-0.0424921,-0.0418151,-0.0410619,-0.0402433,-0.0393697,-0.0384506,-0.0374954,-0.0365126,-0.0355098,-0.034494,-0.0334713,-0.0324472,-0.0314266,-0.0304138,-0.0294121,-0.0284246,-0.0274537,-0.0265016,-0.0255698,-0.0246595,-0.0237714,-0.0229063,-0.0220645,-0.0212461,-0.0204509,-0.0196788,-0.0189293,-0.018202,-0.0174964,-0.0168118,-0.0161475,-0.0155028,-0.0148771,-0.0142697,-0.0136799,-0.013107,-0.0125502,-0.0120089,-0.0114826,-0.0109706,-0.0104723,-0.00998727,-0.00951503,-0.00905512,-0.00860701,-0.00817042,-0.00774494,-0.00733019,-0.00692595,-0.00653187,-0.00614769,-0.00577313,-0.00540792,-0.00505189,-0.00470489,-0.00436665,-0.00403698,-0.00371583,-0.00340311,-0.0030986,-0.00280216,-0.00251424,-0.0022345,-0.00196244,-0.00169769,-0.00143966,-0.00119031,-0.000947326,-0.000709798,-0.000476786,-0.000247211,-1.49461e-05,0.00022345,0.000463686,0.000707712,0.000957794,0.00122034,0.00150814,0.00183571,0.00222168,0.00269153,0.00328024,0.00403699,0.00503067,0.00635863,0.00815911,0.010629,0.0140499,0.0188246,0.0255296,0.0349868,0.0483612,0.0672868,0.0940222,0.131638,0.184263,0.257576,0.360354,0.504261,0.577161,-0.577161
0.016068,-0.0160678,-0.0306777,-0.0355999,-0.0368616,-0.0368675,-0.0364852,-0.036107,-0.0359424,-0.0361034,-0.0366424,-0.0375665,-0.0388482,-0.0404342,-0.0422526,-0.0442208,-0.0462524,-0.0482618,-0.0501644,-0.0518839,-0.0534016,-0.0547101,-0.0558044,-0.0564212,-0.0566128,-0.0565871,-0.0563735,-0.0559845,-0.0554332,-0.0547343,-0.0539042,-0.0529594,-0.0519161,-0.0507897,-0.0495946,-0.0483447,-0.0470524,-0.0457289,-0.0443842,-0.0430275,-0.0416667,-0.0403088,-0.03896,-0.0376254,-0.0363092,-0.0350151,-0.033746,-0.0325044,-0.0312919,-0.0301097,-0.0289588,-0.0278397,-0.0267526,-0.0256973,-0.0246734,-0.0236805,-0.0227179,-0.0217848,-0.0208803,-0.0200034,-0.0191531,-0.0183284,-0.0175284,-0.0167521,-0.0159982,-0.0152659,-0.0145543,-0.0138625,-0.0131896,-0.0125348,-0.0118973,-0.0112764,-0.0106715,-0.010082,-0.00950739,-0.008947,-0.00840044,-0.00786726,-0.00734712,-0.00683959,-0.00634432,-0.00586095,-0.00538925,-0.00492894,-0.00447971,-0.00404129,-0.00361341,-0.00319626,-0.00278955,-0.00239271,-0.00200541,-0.00162911,-0.00126227,-0.000904419,-0.000554916,-0.000213227,0.000128626,0.000464221,0.000791316,0.00110991,0.00142126,0.00172533,0.00202447,0.00232508,0.00263173,0.00294933,0.00328563,0.00365315,0.0040686,0.00455449,0.00514124,0.00587074,0.006801,0.00801301,0.00962053,0.011784,0.0147316,0.0187881,0.024418,0.0322859,0.0433395,0.0589205,0.0809002,0.111828,0.15506,0.214862,0.296632,0.407918,0.552916,0.59013,-0.59013
0.00632544,-0.00632523,-0.0157215,-0.0212648,-0.0246857,-0.0270306,-0.0288441,-0.0304702,-0.0321459,-0.0340259,-0.0361961,-0.0386837,-0.0414666,-0.0444844,-0.0476494,-0.0508599,-0.0540097,-0.0570036,-0.0597592,-0.0622057,-0.064317,-0.0660926,-0.0674248,-0.0681065,-0.0683942,-0.0683823,-0.0681091,-0.0676,-0.0668782,-0.0659674,-0.0648913,-0.0636727,-0.0623334,-0.0608937,-0.0593727,-0.0577875,-0.0561539,-0.0544857,-0.0527956,-0.0510947,-0.0493927,-0.047698,-0.0460178,-0.0443583,-0.0427244,-0.0411206,-0.03955,-0.0380153,-0.0365183,-0.0350605,-0.0336427,-0.0322654,-0.0309283,-0.0296312,-0.0283736,-0.0271546,-0.0259732,-0.0248283,-0.0237187,-0.0226429,-0.0215999,-0.0205881,-0.0196063,-0.0186532,-0.0177272,-0.0168272,-0.0159522,-0.0151009,-0.0142721,-0.013465,-0.0126784,-0.0119116,-0.0111637,-0.010434,-0.00972183,-0.00902644,-0.00834735,-0.00768408,-0.00703613,-0.00640302,-0.00578432,-0.00517973,-0.00458883,-0.00401123,-0.00344657,-0.00289469,-0.00235477,-0.00182739,-0.00131192,-0.000807213,-0.000312557,0.0001772,0.000657682,0.00112667,0.00158338,0.00202795,0.00245805,0.00287713,0.00328674,0.0036874,0.00408016,0.00446588,0.0048468,0.00522765,0.00561416,0.00601344,0.00643538,0.0068939,0.007408,0.00800336,0.00871489,0.00959027,0.0106951,0.0121203,0.0139923,0.0164891,0.0198613,0.0244653,0.0308091,0.039619,0.0519319,0.0692163,0.0935163,0.127591,0.174996,0.240056,0.327906,0.444857,0.587203,0.587363,-0.587364
4.4995e-05,-4.47226e-05,-0.0046217,-0.00968295,-0.014284,-0.0182891,-0.0218433,-0.0251692,-0.0284801,-0.0319397,-0.0356484,-0.0396405,-0.04389,-0.0483215,-0.0528246,-0.0572739,-0.0615372,-0.0655082,-0.0691058,-0.0722529,-0.0749285,-0.0770404,-0.0784474,-0.0793053,-0.0797096,-0.0797262,-0.079403,-0.0787791,-0.0778904,-0.0767704,-0.0754509,-0.0739614,-0.0723296,-0.070581,-0.0687385,-0.0668231,-0.0648536,-0.0628468,-0.0608174,-0.0587786,-0.0567416,-0.0547163,-0.052711,-0.0507326,-0.048787,-0.046879,-0.0450121,-0.0431891,-0.0414124,-0.0396831,-0.0380022,-0.0363696,-0.0347852,-0.0332486,-0.0317588,-0.0303147,-0.028915,-0.0275582,-0.0262426,-0.0249669,-0.023729,-0.0225276,-0.0213609,-0.0202271,-0.0191247,-0.0180522,-0.0170081,-0.015991,-0.0149996,-0.0140326,-0.013089,-0.0121676,-0.0112675,-0.0103877,-0.0095275,-0.00868609,-0.00786295,-0.00705738,-0.00626883,-0.00549684,-0.0047409,-0.0040006,-0.00327546,-0.0025648,-0.00186822,-0.00118542,-0.000514279,0.000148389,0.000800824,0.00144067,0.00206712,0.00267857,0.00327688,0.00386258,0.00443531,0.00499471,0.00553969,0.00607117,0.0065903,0.00709828,0.00759633,0.00808632,0.0085711,0.00905519,0.00954486,0.0100484,0.0105772,0.0111467,0.0117783,0.0125003,0.0133514,0.0143841,0.0156701,0.0173079,0.0194338,0.0222379,0.0259864,0.0310566,0.0379848,0.0475386,0.0608158,0.0793765,0.105396,0.141796,0.192288,0.261256,0.353632,0.474265,0.610819,0.574012,-0.574012
-0.00363362,0.00363393,0.00312797,-0.000794254,-0.00581339,-0.0108701,-0.0157148,-0.0204116,-0.0251168,-0.0299815,-0.0351059,-0.0405208,-0.0461858,-0.0520009,-0.0578219,-0.0634957,-0.0688538,-0.073778,-0.0781923,-0.082004,-0.0850861,-0.0873923,-0.0890317,-0.0900713,-0.0905778,-0.090614,-0.0902368,-0.0894975,-0.0884431,-0.0871165,-0.0855574,-0.0838023,-0.0818845,-0.079834,-0.0776783,-0.0754416,-0.0731459,-0.0708105,-0.0684523,-0.0660863,-0.0637254,-0.0613806,-0.0590612,-0.056775,-0.0545287,-0.0523272,-0.0501745,-0.0480739,-0.0460274,-0.0440363,-0.0421012,-0.0402222,-0.0383989,-0.0366305,-0.0349159,-0.0332534,-0.0316414,-0.0300781,-0.0285617,-0.0270901,-0.0256612,-0.0242731,-0.0229237,-0.021611,-0.0203332,-0.0190886,-0.0178751,-0.0166913,-0.0155356,-0.0144066,-0.0133028,-0.0122232,-0.0111664,-0.0101314,-0.00911731,-0.00812343,-0.00714884,-0.00619288,-0.005255,-0.00433457,-0.00343109,-0.00254407,-0.0016725,-0.000815331,3.18095e-05,0.000868884,0.00169285,0.00250234,0.00329839,0.00408127,0.00485078,0.00560584,0.00634675,0.00707363,0.00778636,0.00848478,0.00916852,0.00983791,0.0104936,0.0111367,0.0117686,0.0123915,0.0130086,0.0136245,0.014246,0.0148821,0.0155452,0.0162523,0.0170261,0.0178975,0.0189079,0.0201135,0.0215905,0.0234428,0.0258131,0.028899,0.0329766,0.0384349,0.0458274,0.0559474,0.0699357,0.0894226,0.11669,0.154802,0.207604,0.279534,0.375329,0.499324,0.625147,0.553807,-0.553807
-0.00553758,0.00553785,0.00797024,0.0055833,0.000837165,-0.00479641,-0.0105345,-0.016296,-0.0221639,-0.0282627,-0.0346822,-0.0414388,-0.0484663,-0.0556301,-0.0627355,-0.0696056,-0.0760201,-0.0818549,-0.0870419,-0.091306,-0.0947216,-0.0973421,-0.0992202,-0.100417,-0.100999,-0.101036,-0.100593,-0.0997329,-0.0985107,-0.0969785,-0.0951834,-0.0931681,-0.0909711,-0.0886273,-0.0861679,-0.0836206,-0.08101,-0.0783578,-0.0756833,-0.073003,-0.0703312,-0.0676802,-0.0650602,-0.0624799,-0.0599462,-0.0574647,-0.0550397,-0.0526744,-0.050371,-0.0481305,-0.0459535,-0.0438399,-0.0417892,-0.0398,-0.0378709,-0.0359999,-0.0341852,-0.0324245,-0.0307157,-0.0290561,-0.0274434,-0.0258753,-0.0243494,-0.0228636,-0.0214154,-0.0200029,-0.0186239,-0.0172766,-0.0159593,-0.0146703,-0.0134079,-0.0121707,-0.0109574,-0.00976688,-0.008598,-0.00744977,-0.00632137,-0.00521203,-0.00412103,-0.00304784,-0.00199154,-0.000951568,7.85742e-05,0.00109882,0.00210529,0.00309847,0.00407885,0.00504613,0.00600029,0.00694157,0.00786986,0.00878472,0.00968595,0.0105735,0.0114472,0.0123069,0.0131523,0.0139836,0.0148014,0.0156064,0.0164001,0.0171847,0.0179635,0.0187414,0.0195251,0.0203243,0.0211518,0.0220256,0.0229694,0.0240156,0.0252075,0.0266035,0.0282825,0.0303515,0.0329566,0.0362992,0.0406593,0.0464316,0.054178,0.0647083,0.0791953,0.0993294,0.12749,0.166874,0.221461,0.295772,0.394599,0.520839,0.632131,0.529131,-0.529132
