0,1.81453,1.67073,1.57094,1.49935,1.44586,1.40448,1.37156,1.34476,1.3225,1.30369,1.28752,1.27341,1.26092,1.24971,1.23954,1.2302,1.22154,1.21344,1.2058,1.19857,1.19167,1.18509,1.17878,1.17272,1.16691,1.16131,1.15594,1.15078,1.14583,1.14108,1.13652,1.13217,1.12801,1.12404,1.12026,1.11667,1.11326,1.11003,1.10699,1.10411,1.10141,1.09887,1.09649,1.09427,1.0922,1.09028,1.0885,1.08685,1.08534,1.08395,1.08269,1.08155,1.08051,1.07958,1.07876,1.07803,1.0774,1.07686,1.0764,1.07602,1.07572,1.0755,1.07534,1.07526,1.07524,1.0753,1.07542,1.07561,1.07586,1.07618,1.07658,1.07704,1.07759,1.07824,1.07898,1.07984,1.08085,1.08201,1.08337,1.08497,1.08684,1.08906,1.0917,1.09484,1.0986,1.10313,1.10857,1.11515,1.12313,1.13282,1.14466,1.15923,1.17739,1.20049,1.2309,1.27333,1.33822,1.45117,1.66845,2
0,0.185467,0.329267,0.429058,0.500655,0.554146,0.595528,0.628437,0.655238,0.677496,0.696313,0.712484,0.726594,0.739085,0.75029,0.760461,0.769799,0.778459,0.786561,0.794197,0.801434,0.808326,0.814912,0.821222,0.827278,0.833095,0.838685,0.844057,0.849217,0.854173,0.858925,0.863478,0.867833,0.871994,0.875962,0.879742,0.883333,0.88674,0.889966,0.893016,0.89589,0.898595,0.901134,0.903511,0.905733,0.907802,0.909724,0.911505,0.913148,0.91466,0.916045,0.917308,0.918454,0.919488,0.920415,0.92124,0.921967,0.9226,0.923144,0.923603,0.92398,0.924279,0.924503,0.924657,0.92474,0.924756,0.924702,0.924581,0.924393,0.924138,0.923816,0.923423,0.922955,0.922405,0.921764,0.921019,0.920156,0.919153,0.917987,0.916627,0.915032,0.913156,0.910937,0.908302,0.905159,0.901395,0.896875,0.891428,0.884847,0.876875,0.867181,0.855339,0.840766,0.822608,0.799512,0.769097,0.726665,0.661781,0.548827,0.331554,0
0,-0.0426367,-0.012075,0.0384696,0.0882996,0.133245,0.173149,0.20858,0.240277,0.268833,0.2948,0.318628,0.340677,0.361252,0.380585,0.398863,0.416247,0.43287,0.44884,0.464233,0.479111,0.493521,0.507494,0.521056,0.534224,0.547008,0.559419,0.571461,0.58314,0.594454,0.605405,0.615991,0.626216,0.636077,0.645575,0.654712,0.663487,0.671904,0.679965,0.687673,0.69503,0.702043,0.708716,0.715054,0.721064,0.726752,0.732125,0.737189,0.741953,0.746424,0.75061,0.754519,0.758159,0.761538,0.764664,0.767546,0.770191,0.772607,0.774803,0.776785,0.77856,0.780136,0.78152,0.782718,0.783735,0.784578,0.785252,0.785762,0.786105,0.786276,0.78627,0.786089,0.785728,0.785178,0.784428,0.783459,0.782249,0.780769,0.778982,0.776839,0.774281,0.771227,0.767584,0.763231,0.758019,0.75176,0.744225,0.73513,0.724118,0.710743,0.694443,0.67449,0.64992,0.619405,0.581026,0.531856,0.467154,0.378892,0.255283,0.0984821,0
0,-0.0440317,-0.0642268,-0.0616206,-0.0468163,-0.0268609,-0.00504934,0.0172199,0.03916,0.0605709,0.0814751,0.101894,0.12185,0.141389,0.160518,0.179259,0.197651,0.215727,0.233502,0.250978,0.268153,0.28502,0.301571,0.317797,0.333686,0.349233,0.364428,0.37926,0.393721,0.407802,0.421495,0.434795,0.447696,0.460191,0.472281,0.483961,0.495229,0.506087,0.516533,0.526569,0.536197,0.545423,0.554247,0.562676,0.570715,0.578369,0.585644,0.592546,0.599084,0.605264,0.611094,0.616582,0.621735,0.626562,0.63107,0.635268,0.639164,0.642767,0.646084,0.649121,0.651889,0.654394,0.656643,0.658642,0.660398,0.661918,0.663205,0.664263,0.665099,0.665719,0.666115,0.666276,0.666193,0.665859,0.665259,0.664378,0.663191,0.661669,0.659771,0.657446,0.654626,0.651228,0.647147,0.642248,0.636364,0.629286,0.620754,0.610441,0.59794,0.582741,0.564201,0.541502,0.513594,0.4791,0.436183,0.382337,0.314093,0.227057,0.120201,0.0173637,0
0,-0.0302311,-0.0593278,-0.0750685,-0.0795586,-0.0767046,-0.0693268,-0.0590749,-0.04684,-0.0331857,-0.0185144,-0.00303799,0.0130632,0.0295429,0.0463101,0.0632822,0.0803878,0.0975806,0.114793,0.131962,0.149031,0.165952,0.182685,0.199192,0.215445,0.231417,0.247083,0.26242,0.27741,0.292038,0.306293,0.32016,0.33363,0.346697,0.359356,0.371602,0.383431,0.394842,0.405835,0.416411,0.426573,0.436321,0.44566,0.454595,0.463129,0.471269,0.479017,0.486384,0.493375,0.499996,0.506254,0.512156,0.51771,0.522923,0.527803,0.532357,0.536592,0.540516,0.544136,0.547458,0.550491,0.553241,0.555714,0.557916,0.559854,0.561531,0.562953,0.564123,0.565044,0.565717,0.566148,0.566329,0.566246,0.565886,0.565238,0.564286,0.563004,0.561366,0.559329,0.556842,0.553839,0.550238,0.545932,0.540786,0.534632,0.527259,0.518401,0.507727,0.494823,0.479172,0.460131,0.436898,0.408476,0.373626,0.330819,0.278181,0.213535,0.135413,0.0491476,-0.014701,0
0,-0.0201834,-0.0466075,-0.0667672,-0.0789142,-0.0844183,-0.0849429,-0.0817449,-0.075668,-0.0673243,-0.0571955,-0.0456416,-0.0329189,-0.0191885,-0.00461474,0.0106261,0.0262392,0.0421634,0.0582839,0.0745003,0.0907282,0.106902,0.12296,0.138854,0.154539,0.169978,0.185135,0.199984,0.214503,0.228672,0.242472,0.25589,0.268916,0.281543,0.293761,0.305567,0.316958,0.327931,0.33849,0.348633,0.358364,0.367684,0.376597,0.385109,0.393225,0.400949,0.408288,0.415251,0.421841,0.428066,0.433934,0.439451,0.444623,0.44946,0.453968,0.458154,0.462024,0.465586,0.468848,0.471814,0.474492,0.476888,0.479007,0.480856,0.48244,0.483762,0.484827,0.485637,0.486195,0.4865,0.486551,0.486341,0.485866,0.485119,0.484087,0.482753,0.481096,0.479085,0.476682,0.473838,0.47049,0.466559,0.461941,0.456511,0.450106,0.442524,0.43351,0.422745,0.409836,0.394292,0.375513,0.352766,0.325174,0.291703,0.251165,0.202256,0.143822,0.0764745,0.00901469,-0.0268808,0
0,-0.0136574,-0.0350496,-0.0542158,-0.0681641,-0.0768173,-0.0809166,-0.0812582,-0.0785014,-0.0731843,-0.0657592,-0.0565906,-0.045966,-0.0341085,-0.0212369,-0.00753981,0.00688082,0.0217046,0.0367939,0.0520395,0.0673517,0.0826535,0.0978766,0.112961,0.127855,0.142515,0.156904,0.170992,0.184753,0.198162,0.211202,0.223859,0.236122,0.24798,0.259427,0.270457,0.281068,0.291262,0.301037,0.310394,0.319335,0.327865,0.335988,0.34371,0.351036,0.357972,0.364527,0.370705,0.376514,0.381963,0.387057,0.391804,0.396212,0.400289,0.404041,0.407477,0.410601,0.413423,0.415949,0.418186,0.420139,0.421814,0.423218,0.424356,0.425234,0.425854,0.426221,0.426337,0.426203,0.425816,0.425163,0.424255,0.423089,0.42166,0.41996,0.417971,0.415672,0.413037,0.410029,0.406604,0.402703,0.398253,0.393161,0.387309,0.380548,0.372691,0.363504,0.352694,0.3399,0.324678,0.306489,0.284696,0.258558,0.227243,0.189857,0.145542,0.0939249,0.0371226,-0.0143416,-0.030423,0
0,-0.00936297,-0.0258942,-0.0422671,-0.0554137,-0.0645549,-0.0698298,-0.0716557,-0.0704848,-0.0667424,-0.0608119,-0.0530274,-0.0436761,-0.0330078,-0.0212524,-0.0086085,0.00477351,0.0186545,0.0328506,0.0472436,0.0617368,0.0762446,0.0906903,0.10501,0.119148,0.13306,0.146705,0.160049,0.173065,0.185727,0.198018,0.209923,0.221427,0.232522,0.243198,0.253453,0.263285,0.272692,0.281674,0.290231,0.298367,0.306086,0.313394,0.320295,0.326796,0.332904,0.338625,0.343965,0.348935,0.35354,0.357787,0.361686,0.365245,0.368469,0.371367,0.373947,0.376215,0.37818,0.379848,0.381225,0.382319,0.383134,0.383678,0.383958,0.383975,0.383737,0.383245,0.382502,0.381505,0.380242,0.378722,0.376951,0.37493,0.372655,0.370115,0.367298,0.364185,0.360753,0.356971,0.352799,0.348186,0.343067,0.337359,0.330958,0.323731,0.315512,0.306091,0.295209,0.282544,0.267707,0.250231,0.229572,0.205118,0.176207,0.142173,0.102484,0.057348,0.00997248,-0.0273108,-0.0301927,0
0,-0.00646295,-0.018919,-0.0321633,-0.0434961,-0.0518743,-0.0570902,-0.0592844,-0.0587293,-0.0557326,-0.0505984,-0.0436188,-0.0350648,-0.0251856,-0.0142069,-0.00233121,0.0102288,0.0232852,0.0367001,0.0503471,0.0641182,0.0779201,0.0916741,0.105312,0.118779,0.132025,0.145009,0.157695,0.170053,0.182062,0.193699,0.204948,0.215795,0.226229,0.236244,0.245835,0.255,0.263733,0.272035,0.279908,0.287355,0.29438,0.300987,0.307182,0.31297,0.318358,0.323352,0.32796,0.332189,0.336047,0.339541,0.342679,0.345468,0.347917,0.350031,0.351819,0.353289,0.354447,0.3553,0.355856,0.356119,0.356097,0.355798,0.355225,0.354384,0.353279,0.351912,0.350283,0.348376,0.346209,0.343794,0.341128,0.338211,0.335036,0.3316,0.32789,0.323893,0.319591,0.314957,0.309958,0.304551,0.298682,0.29228,0.285256,0.277495,0.268855,0.259154,0.248169,0.235621,0.221173,0.20443,0.184933,0.162177,0.135635,0.104814,0.0694516,0.030245,-0.00918834,-0.0340115,-0.0281786,0
0,-0.00446923,-0.0136875,-0.024023,-0.0332696,-0.0403625,-0.0449142,-0.0468853,-0.046405,-0.0436746,-0.0389298,-0.0324188,-0.0243886,-0.0150709,-0.00468404,0.00656732,0.0184128,0.0307664,0.0434949,0.0564713,0.0695855,0.0827427,0.0958644,0.10888,0.121733,0.134374,0.14676,0.158855,0.170631,0.182062,0.193126,0.203805,0.214087,0.22396,0.233417,0.242452,0.251057,0.259232,0.266977,0.274291,0.281179,0.287643,0.293685,0.299312,0.304528,0.309339,0.313752,0.317773,0.321409,0.324666,0.327553,0.330075,0.332241,0.334056,0.335528,0.336663,0.337469,0.337952,0.338118,0.337974,0.337525,0.33678,0.335743,0.334418,0.332813,0.330927,0.328758,0.326295,0.323566,0.320575,0.317325,0.313814,0.31004,0.306002,0.301697,0.297117,0.292251,0.287087,0.281604,0.275776,0.269571,0.262942,0.255834,0.248174,0.239866,0.230793,0.220801,0.209702,0.197259,0.183188,0.167152,0.148764,0.127608,0.103255,0.0753382,0.043796,0.00971637,-0.0221274,-0.0371318,-0.0254861,0
