0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.185461,-0.185456,-0.143805,-0.0998005,-0.0716033,-0.0534889,-0.041375,-0.0329079,-0.0268057,-0.022266,-0.0188228,-0.0161725,-0.0141093,-0.0124901,-0.0112042,-0.0101728,-0.00933968,-0.00866172,-0.00810225,-0.00763245,-0.00723346,-0.00688945,-0.00658633,-0.00631019,-0.00605429,-0.00581364,-0.00558597,-0.00536842,-0.0051588,-0.00495255,-0.00474984,-0.00454975,-0.00435293,-0.00415862,-0.00396691,-0.00377696,-0.00358969,-0.00340584,-0.00322476,-0.00304732,-0.00287371,-0.00270358,-0.00253764,-0.00237704,-0.00222101,-0.00206859,-0.00192186,-0.0017803,-0.0016441,-0.00151252,-0.00138532,-0.00126393,-0.00114765,-0.00103562,-0.000927145,-0.000824274,-0.000727326,-0.000634832,-0.000545723,-0.000460094,-0.000378821,-0.000301031,-0.00022609,-0.000154499,-8.47448e-05,-1.6734e-05,5.1707e-05,0.000118298,0.000184733,0.000251563,0.000320418,0.000391342,0.000466276,0.000547545,0.000638997,0.000742652,0.00086168,0.00100044,0.00116348,0.00135832,0.00159253,0.00187459,0.00221682,0.0026339,0.00314207,0.00376216,0.00451921,0.00544593,0.00658032,0.0079736,0.00969428,0.0118426,0.014575,0.0181602,0.0230982,0.0304168,0.0424344,0.0648865,0.112954,0.217273,0.331553,-0.331553
0.142822,-0.142825,-0.174372,-0.150342,-0.121427,-0.098436,-0.0812891,-0.0683528,-0.0585083,-0.0508216,-0.0447899,-0.0400024,-0.0361617,-0.0330689,-0.0305396,-0.0284518,-0.0267235,-0.0252826,-0.0240662,-0.0230236,-0.0221119,-0.0212979,-0.0205549,-0.0198646,-0.019214,-0.0185927,-0.0179923,-0.0174068,-0.0168299,-0.0162599,-0.0156941,-0.015132,-0.0145722,-0.014015,-0.0134599,-0.0129082,-0.0123609,-0.0118182,-0.0112814,-0.0107513,-0.0102279,-0.00971315,-0.00920841,-0.00871373,-0.00822875,-0.00775482,-0.00729337,-0.00684433,-0.00640706,-0.00598226,-0.00557135,-0.00517329,-0.00478751,-0.00441404,-0.00405429,-0.00370821,-0.00337514,-0.00305271,-0.00274182,-0.00244365,-0.00215655,-0.00187959,-0.00161254,-0.00135437,-0.00110492,-0.000862818,-0.000627495,-0.000394819,-0.000161676,7.91848e-05,0.000323091,0.000568116,0.000822304,0.00109326,0.00138557,0.0017073,0.00206674,0.00247523,0.00294635,0.00349717,0.00414726,0.00492303,0.00585583,0.00698329,0.0083507,0.0100163,0.0120506,0.0145391,0.0175908,0.0213462,0.025993,0.031795,0.0391462,0.0486778,0.0614803,0.079592,0.10714,0.153152,0.236566,0.374076,0.430037,-0.430037
0.0988,-0.098805,-0.154173,-0.152942,-0.136236,-0.118404,-0.103114,-0.0906278,-0.0804486,-0.072233,-0.0656973,-0.0604239,-0.0561212,-0.0526093,-0.0496686,-0.0471901,-0.0451091,-0.0433524,-0.0418374,-0.0404973,-0.0392824,-0.0381569,-0.0370955,-0.0360812,-0.0350975,-0.0341332,-0.0331798,-0.0322315,-0.0312837,-0.0303337,-0.029381,-0.0284247,-0.0274657,-0.0265044,-0.0255423,-0.0245818,-0.0236238,-0.0226694,-0.021722,-0.0207823,-0.0198525,-0.0189347,-0.0180301,-0.017139,-0.016264,-0.0154065,-0.0145665,-0.013745,-0.0129428,-0.0121615,-0.011401,-0.0106603,-0.00993945,-0.00924099,-0.0085647,-0.00790881,-0.00727177,-0.00665547,-0.00606014,-0.00548392,-0.00492652,-0.00438685,-0.003864,-0.00335746,-0.00286551,-0.00238726,-0.00191858,-0.00145699,-0.000999978,-0.000544563,-7.87657e-05,0.000401547,0.00089927,0.00142222,0.0019796,0.00258284,0.00324749,0.00399181,0.0048389,0.00581664,0.0069605,0.00831495,0.00993121,0.0118752,0.0142283,0.0170884,0.0205777,0.0248473,0.0300873,0.0365411,0.0445297,0.0544913,0.0670538,0.0831724,0.104399,0.13344,0.175388,0.240191,0.343425,0.476916,0.447403,-0.447403
0.0685785,-0.0685775,-0.125074,-0.137209,-0.131761,-0.121271,-0.110496,-0.10088,-0.0926859,-0.0858907,-0.0803713,-0.075902,-0.0722221,-0.0690867,-0.0664302,-0.0641548,-0.062208,-0.06054,-0.0590457,-0.0576585,-0.0563406,-0.0550668,-0.0538183,-0.0525803,-0.0513423,-0.050096,-0.0488367,-0.0475602,-0.0462658,-0.044954,-0.0436259,-0.0422834,-0.0409285,-0.0395646,-0.0381947,-0.0368207,-0.035446,-0.0340754,-0.0327102,-0.0313537,-0.0300095,-0.0286796,-0.0273656,-0.02607,-0.0247954,-0.0235429,-0.0223135,-0.0211095,-0.0199321,-0.0187819,-0.017658,-0.0165611,-0.0154941,-0.0144561,-0.0134456,-0.0124623,-0.0115073,-0.0105809,-0.00968195,-0.00880931,-0.0079623,-0.00713971,-0.00634071,-0.00556391,-0.00480794,-0.00406835,-0.00334366,-0.00263108,-0.00192531,-0.00122303,-0.000515938,0.000214903,0.000977468,0.00177542,0.00262078,0.0035292,0.00452178,0.00562407,0.00686913,0.00829615,0.00995596,0.0119082,0.0142298,0.0170141,0.0203752,0.0244546,0.0294284,0.0355141,0.0429849,0.0521861,0.0635661,0.0777212,0.0954738,0.118021,0.147206,0.186079,0.240037,0.318315,0.429694,0.540769,0.432705,-0.432705
0.0483947,-0.0483892,-0.0986575,-0.117065,-0.119626,-0.115771,-0.109973,-0.104082,-0.098767,-0.0942366,-0.0905004,-0.087454,-0.0849407,-0.0828113,-0.0809967,-0.0793874,-0.0778152,-0.0764574,-0.0751556,-0.0738619,-0.0725571,-0.0712287,-0.069867,-0.0684644,-0.0670176,-0.0655246,-0.0639852,-0.0624003,-0.0607746,-0.0591119,-0.0574167,-0.0556936,-0.0539474,-0.0521835,-0.0504059,-0.04862,-0.0468316,-0.0450445,-0.0432633,-0.0414923,-0.0397355,-0.0379956,-0.0362753,-0.0345787,-0.0329079,-0.0312645,-0.0296519,-0.0280706,-0.0265221,-0.0250062,-0.0235242,-0.0220785,-0.0206691,-0.0192937,-0.0179534,-0.0166486,-0.0153797,-0.014146,-0.0129459,-0.0117789,-0.0106434,-0.00953893,-0.0084647,-0.00741786,-0.00639516,-0.00539442,-0.00441281,-0.00344557,-0.00248883,-0.00153457,-0.000573747,0.00041916,0.0014457,0.00251629,0.00364603,0.00485572,0.00617177,0.00762752,0.00926374,0.0111322,0.0132955,0.0158322,0.0188394,0.0224361,0.0267717,0.0320292,0.0384348,0.0462706,0.0558864,0.0677231,0.08234,0.100462,0.123061,0.151489,0.187742,0.234988,0.29847,0.385665,0.497155,0.576667,0.405825,-0.405825
0.0347336,-0.0347321,-0.077277,-0.0979089,-0.10568,-0.10712,-0.105878,-0.103746,-0.101527,-0.0995525,-0.0979234,-0.0966184,-0.0955598,-0.0946612,-0.0938593,-0.0930776,-0.0922263,-0.0912688,-0.0902304,-0.0890944,-0.0878582,-0.0865195,-0.0850784,-0.0835377,-0.0819013,-0.0801746,-0.0783633,-0.076477,-0.0745237,-0.072512,-0.070449,-0.0683433,-0.0662026,-0.0640336,-0.0618453,-0.0596451,-0.0574388,-0.0552327,-0.0530329,-0.0508447,-0.0486731,-0.0465215,-0.044395,-0.0422975,-0.0402315,-0.0382,-0.0362053,-0.0342486,-0.0323302,-0.0304531,-0.0286185,-0.0268274,-0.0250778,-0.0233707,-0.0217062,-0.0200858,-0.0185079,-0.0169706,-0.0154742,-0.0140174,-0.0125996,-0.0112193,-0.00987333,-0.00856008,-0.00727645,-0.00601945,-0.0047848,-0.00356765,-0.00236141,-0.00115536,7.26357e-05,0.00132284,0.0026056,0.00393731,0.00533961,0.00683788,0.00846308,0.0102554,0.0122639,0.0145494,0.0171881,0.0202738,0.0239224,0.0282799,0.0335235,0.0398763,0.0476129,0.0570714,0.0686723,0.0829384,0.100521,0.122249,0.149194,0.182799,0.225124,0.279301,0.350087,0.442467,0.548621,0.592749,0.375403,-0.375402
0.0253728,-0.0253771,-0.0607517,-0.081537,-0.0925345,-0.0979838,-0.100608,-0.101922,-0.102696,-0.103292,-0.103851,-0.104398,-0.104903,-0.105322,-0.105608,-0.105711,-0.105596,-0.105135,-0.104413,-0.103477,-0.102341,-0.101015,-0.0995125,-0.0978463,-0.0960292,-0.0940739,-0.0919963,-0.0898107,-0.08753,-0.0851666,-0.0827323,-0.0802391,-0.0776981,-0.0751206,-0.0725167,-0.0698952,-0.0672647,-0.0646332,-0.0620086,-0.0593972,-0.0568046,-0.054237,-0.0516998,-0.0491964,-0.0467308,-0.0443063,-0.0419248,-0.0395877,-0.037298,-0.0350579,-0.0328675,-0.0307266,-0.0286356,-0.0265955,-0.0246069,-0.0226682,-0.0207785,-0.0189377,-0.0171444,-0.0153982,-0.0136971,-0.0120392,-0.010422,-0.00884288,-0.00729869,-0.0057856,-0.00429861,-0.00283141,-0.00137188,0.000101384,0.00158803,0.00308721,0.00461854,0.00620548,0.00787203,0.00964707,0.0115677,0.0136789,0.0160373,0.0187132,0.0217925,0.0253834,0.0296213,0.0346711,0.0407406,0.0480863,0.0570237,0.0679441,0.0813285,0.0977671,0.11799,0.142901,0.173641,0.211705,0.259155,0.318988,0.395222,0.489842,0.585903,0.595631,0.345208,-0.345208
0.0189148,-0.0189178,-0.0482956,-0.0682944,-0.0812078,-0.0896106,-0.0953944,-0.0997255,-0.103249,-0.106288,-0.108981,-0.111371,-0.11345,-0.115194,-0.116575,-0.117573,-0.118141,-0.118179,-0.117817,-0.117113,-0.1161,-0.114805,-0.113255,-0.111474,-0.109483,-0.107307,-0.104969,-0.102488,-0.0998808,-0.0971659,-0.0943601,-0.091479,-0.0885374,-0.085549,-0.0825261,-0.0794802,-0.0764217,-0.0733608,-0.0703061,-0.0672664,-0.064248,-0.0612591,-0.0583045,-0.055389,-0.0525172,-0.049692,-0.0469164,-0.044194,-0.0415271,-0.0389157,-0.0363614,-0.0338642,-0.0314254,-0.0290457,-0.0267238,-0.0244588,-0.0222503,-0.020098,-0.0180007,-0.0159569,-0.0139645,-0.0120217,-0.0101261,-0.00827411,-0.00646259,-0.00468657,-0.00293892,-0.00120814,0.000529323,0.00226281,0.00399672,0.0057447,0.0075291,0.00937269,0.011301,0.0133485,0.0155554,0.0179727,0.0206628,0.0237025,0.0271894,0.0312435,0.0360134,0.0416856,0.0484917,0.056717,0.0667145,0.0789205,0.093867,0.112205,0.134725,0.16239,0.19639,0.238241,0.289971,0.354347,0.434426,0.529275,0.610724,0.589796,0.317027,-0.317027
0.0144474,-0.0144455,-0.0390789,-0.0579645,-0.0719646,-0.0825172,-0.090841,-0.0977531,-0.10373,-0.109016,-0.11372,-0.117874,-0.121473,-0.124501,-0.126949,-0.128812,-0.129976,-0.130522,-0.130535,-0.130078,-0.129202,-0.127951,-0.126364,-0.124476,-0.122323,-0.119938,-0.117346,-0.114574,-0.111647,-0.108587,-0.105415,-0.102152,-0.0988128,-0.0954161,-0.0919763,-0.088507,-0.0850212,-0.0815305,-0.0780456,-0.0745764,-0.071132,-0.0677195,-0.0643444,-0.0610128,-0.0577302,-0.0545005,-0.0513279,-0.0482145,-0.0451626,-0.0421732,-0.0392477,-0.0363872,-0.0335927,-0.0308629,-0.0281972,-0.025596,-0.023058,-0.0205835,-0.01817,-0.015816,-0.0135202,-0.0112799,-0.0090927,-0.00695484,-0.00486234,-0.00280747,-0.000776278,0.00124943,0.00325342,0.00524646,0.00723936,0.00924899,0.0112954,0.0134019,0.015598,0.0179201,0.0204122,0.0231287,0.0261366,0.0295207,0.0333854,0.0378616,0.043111,0.0493366,0.0567893,0.0657801,0.0766962,0.09001,0.1063,0.126267,0.150753,0.180769,0.21754,0.262589,0.317884,0.385886,0.468503,0.561116,0.625726,0.578147,0.291537,-0.291537
